timepoints (min);46: wc-2-.2;47: wc-2-.3
13380;0;0
13390;0;0
13400;0;0
13410;0;0
13420;0;0
13430;0;0
13440;0;0
13450;0;0
13460;0;0
13470;0;0
13480;0;0
13490;0;0
13500;0;0
13510;0;0
13520;0;0
13530;0;0
13540;0;0
13550;0;0
13560;0;0
13570;0;0
13580;0;0
13590;0;0
13600;0;0
13610;0;0
13620;0;0
13630;0;0
13640;0;0
13650;0;0
13660;0;0
13670;0;0
13680;0;0
13690;0;0
13700;0;0
13710;0;0
13720;0;0
13730;0;0
13740;0;0
13750;0;0
13760;0;0
13770;0;0
13780;0;0
13790;0;0
13800;0;0
13810;0;0
13820;0;0
13830;0;0
13840;0;0
13850;0;0
13860;0;0
13870;0;0
13880;0;0
13890;0;0
13900;0;0
13910;0;0
13920;0;0
13930;0;0
13940;0;0
13950;0;0
13960;0;0
13970;0;0
13980;0;0
13990;0;0
14000;0;0
14010;0;0
14020;0;0
14030;0;0
14040;0;0
14050;0;0
14060;0;0
14070;0;0
14080;0;0
14090;0;0
14100;0;0
14110;0;0
14120;0;0
14130;0;0
14140;0;0
14150;0;0
14160;0;0
14170;0;0
14180;0;0
14190;0;0
14200;0;0
14210;0;0
14220;0;0
14230;0;0
14240;0;0
14250;0;0
14260;0;0
14270;0;0
14280;0;0
14290;0;0
14300;0;0
14310;0;0
14320;0;0
14330;0;0
14340;0;0
14350;0;0
14360;0;0
14370;0;0
14380;0;0
14390;0;0
14400;0;0
14410;0;0
14420;0;0
14430;0;0
14440;0;0
14450;0;0
14460;0;0
14470;0;0
14480;0;0
14490;0;0
14500;0;0
14510;0;0
14520;0;0
14530;0;0
14540;0;0
14550;0;0
14560;0;0
14570;0;0
14580;0;0
14590;0;0
14600;0;0
14610;0;0
14620;0;0
14630;0;0
14640;0;0
14650;0;0
14660;0;0
14670;0;0
14680;0;0
14690;0;0
14700;0;0
14710;0;0
14720;0;0
14730;0;0
14740;0;0
14750;0;0
14760;0;0
14770;0;0
14780;0;0
14790;0;0
14800;0;0
14810;0;0
14820;0;0
14830;0;0
14840;0;0
14850;0;0
14860;0;0
14870;0;0
14880;0;0
14890;0;0
14900;0;0
14910;0;0
14920;0;0
14930;0;0
14940;0;0
14950;0;0
14960;0;0
14970;0;0
14980;0;0
14990;0;0
15000;0;0
15010;0;0
15020;0;0
15030;0;0
15040;0;0
